Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
"Racial Consciousness",Nature_and_Race,"ID 813914393788481540","In a vision of a better world"," Race is the most important piece of the human puzzle. Everything else is subsidiary.

A sincere thank you to everyone who follows, likes, & retweets my posts.","Wed Dec 28 01:08:08 +0000 2016",37678,119,45128,111497,https://gab.com/Nature_and_Race,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/964120931806228480/hc0qERb-_normal.jpg
🗝️Danielcmjdo🗝️🇵🇹🇩🇪🇮🇹🇧🇪🇫🇷🇳🇱,DaniCarlottMR93,"ID 1570898837442527233","🇦🇹 Santa Catarina 🇦🇹"," ¥ Be bold and speak the truth ¥
¥ Even if the truth may cause your downfall or death ¥
 - George Lincoln Rockwell -
#whiteboys","Fri Sep 16 22:14:31 +0000 2022",193,385,772,1810,https://youtu.be/_y1EOWBr78E,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595837062204346368/6e7iG60L_normal.jpg
"Buck West III",BuckWestLegend,"ID 1417123821031759875","Your Mothers"," SOUTHRON SUPREMACISTS. FIGHTING THE NEVERENDING MARCH OF YANKEEDOM. HEROES FUTURE IS THE SOLAR SOAKED PAST. THE GOLDEN WHEEL TURNS TOO SLOWLY… ACCELERATE 🇸🇴🌲","Mon Jul 19 14:07:13 +0000 2021",541,403,3924,5448,https://linktr.ee/MADOCdispatch,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1461104480808845318/jgQuAAhn_normal.jpg
"REBKage 🏴‍☠️",REBKage,"ID 929065103449784320","Korova Milkbar"," you can run but you cannot hide 🌞","Fri Nov 10 19:15:56 +0000 2017",1172,99,1352,14313,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610784230690127877/FwqoriYu_normal.jpg
"Jason Kessler (“Happenings”)",TheMadDimension,"ID 467620549",," “Very Fine Person”-Donald Trump “Twitter Outlaw”-HuffPo Bylines w/ Daily Caller, VDARE & UNZ. SUBSCRIBE to 'Happenings': https://t.co/DuKjvtEsi7","Wed Jan 18 17:26:38 +0000 2012",7925,715,1920,17224,http://jasonkessler.us,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594719119932284929/kKT84XR9_normal.jpg
"Ric Flair®",RicFlairNatrBoy,"ID 71339449","Forever The Man"," 16X Champ, 2X HOF, The GOAT, The MAN! For Booking And All Other Inquires: 📧 ricflairshop@gmail.com 📞770-277-7150","Thu Sep 03 19:40:25 +0000 2009",1234299,730,9099,2485,http://ricflairshop.com,,Enabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/888446536027443201/T05brthW_normal.jpg
"The Duke👑",TareekWife,"ID 1490704944827039746",," I am the duke of New York, thats A, number 1! I've noticed too much.","Mon Feb 07 15:12:20 +0000 2022",261,393,3962,6750,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595731660045099008/gEjWApD-_normal.jpg
"BarbarianFren 🌲",FrenBarian,"ID 1616593576867278848",," ","Sat Jan 21 00:28:46 +0000 2023",320,177,246,1158,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616855411868450819/DJd6eKRP_normal.jpg
"Richard Bigo Barnett",BigoBarnett,"ID 1389444259984650240","Gravette Ar"," Husband, Father, son of God, J6 Patriot, political prisoner, truth teller, adventure.  I am fearless in preserving my faith, my family and my country.  ❤️🇺🇸💪","Tue May 04 04:58:43 +0000 2021",16910,5511,13412,13204,http://bigobarnett.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1389949217712508932/yz5Mydwp_normal.jpg
"Lauren wants TEXIT 🗳",9thGenTexian,"ID 1518677265193877504",Texas," 9th generation Texian | #TEXIT | TERF | Wanna-be homesteader 🐄🌻🍅","Mon Apr 25 19:44:22 +0000 2022",444,385,1845,2839,https://texitthoughts.substack.com/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602400292691132416/5IrHUnQJ_normal.jpg
Keydet1839,Callahan18391,"ID 1439221439090003970","Dystopia, South of Heaven"," Pronouns: Shall, Not, Be, Infringed. •Cyanide-pilled•Jury nullification•Exit and Build","Sat Sep 18 13:35:22 +0000 2021",231,981,694,361,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1464645003339251714/oDEuLt9T_normal.jpg
Scarlett,Enheduanna22,"ID 1591314108778848258","Planet Earth"," Wife, mother, MAGA. Deep red living in blue hell. Nationalist and rabid anti-Communist. Step on the pedal harder, so that we might get there faster.","Sat Nov 12 06:17:53 +0000 2022",424,1368,1158,1312,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1591927918887698432/DjjAOCXX_normal.jpg
"⨁ Nordic Gold ⨁",NordicGold88,"ID 1611897110244253696","The West"," Heathen that’s been known to borrow a longship or two after a few horns of mead. May the Gods bless you in reaching the 🏔 tops before you.","Sun Jan 08 01:26:44 +0000 2023",99,448,163,131,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611897800752611329/S-cFhElQ_normal.jpg
"Sammy (New Years arc)",samgakyboi,"ID 1572205182041063424",," New Year, new me.","Tue Sep 20 12:45:21 +0000 2022",255,321,2620,14753,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608162401085530113/YXMslY_p_normal.jpg
"Tweeting Gentleman",tweetnGentleman,"ID 1519170524554928129","Chicago, IL"," World Famous Criminologists.  American veteran🇺🇸","Wed Apr 27 04:25:28 +0000 2022",771,793,5706,14624,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1596554508074622983/s5jOMpgp_normal.jpg
"Institute for Historical Review",HistoryinReview,"ID 1125287020501147648","Newport Beach, CA"," IHR is an independent think tank and publisher working to promote peace, understanding and justice through greater awareness of the past. History Matters!","Mon May 06 06:31:47 +0000 2019",2229,178,989,627,http://www.ihr.org/main/about.shtml,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1125287266748780544/M8M9a-VO_normal.jpg
"Dr. Jebra Faushay",JebraFaushay,"ID 1524176909755510785",USA," 7% Native American Woman of Some Color, Liberal Sherpa, Author of IS MY FETUS TRANS? & STOP BEING WHITE  ""Jebra is brilliant. A genius."" Dr. Sa Tire, PhD","Tue May 10 23:58:00 +0000 2022",63327,683,21753,41803,https://thewokeobserver.com/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621661797768896514/VrJs4R9-_normal.jpg
"Harri Aurema",Whitepilled4eve,"ID 869781286222745600",Finland," Nationalist, father of four. Former street reporter @partisaani media.
WHITE LIVES MATTER. 14 words.","Wed May 31 05:03:13 +0000 2017",427,403,4952,6239,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613209527016427527/6fEn4kbj_normal.jpg
"PURE BLOOD HEATHEN",HeathenPure,"ID 1519662443739459584","EUROPA VLAANDEREN"," 💀⚔️MIJN EER HEET TROUW⚔️💀VLAAMS/ᛉ1971/BLUE EYED/FOLKISH HEATHEN/MALE/FOLKISM/NON-ABRAHAMIC/NO UNIVERSALIST HEATHENS/NO MARX/NO CHRIST/NO DEGENERATES/WP/NS/⚡19","Thu Apr 28 12:59:55 +0000 2022",1535,266,2195,10353,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1519663442277318659/KZSPE8fs_normal.jpg
"🔥 Lit 🔥",DarkKnightsSky,"ID 1586249362396553216","Purgatory 🔥 "," Nunya Biznazz","Sat Oct 29 06:52:02 +0000 2022",98,156,1330,2741,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614850949503148032/1V70CfMX_normal.jpg
𝐸𝐵,___elwood_b__,"ID 1015295486612291585","Chicago, IL"," Our Lady of Blessed Acceleration, don't fail me now. https://t.co/dSYQxjoZtu https://t.co/lw1K7U1EEn","Fri Jul 06 18:04:42 +0000 2018",5149,332,36574,136291,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1445617203345117184/Yphuf56H_normal.jpg
"Xena DaDyke",scissor_sister_,"ID 1616173225968287762",," MKUltra Lesbian","Thu Jan 19 20:38:28 +0000 2023",12,91,192,675,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616173954661781505/aE5NrSDj_normal.jpg
Marcia,LicenseToCat,"ID 1031726898",," patrician villainess.

noble woman in a past life. 

Some would say 'delightfully blood thirsty' 🗡️

Venus Genetrix
Onça

⚡🏹 🏺

------","Mon Dec 24 02:07:12 +0000 2012",3340,3463,176285,382020,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1597761891882991618/3zxbmPWk_normal.jpg
"A Very Serious Place",SeriousPIace,"ID 1416873415378669568","T N D"," 𝕋ℍ𝔼 𝕎𝕆ℝ𝕃𝔻 𝕐𝕆𝕌 𝔾ℝ𝔼𝕎 𝕌ℙ 𝕀ℕ ℕ𝕆 𝕃𝕆ℕ𝔾𝔼ℝ 𝔼𝕏𝕀𝕊𝕋𝕊","Sun Jul 18 21:32:17 +0000 2021",2661,999,26283,76060,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1507445528073801730/8ymbbuQZ_normal.jpg
"Labour Patriot 🇬🇧🌹",LabourPatriot,"ID 1280058411317633024","Preston, England"," God ✝️ - King - Country - Welfare State - Homes fit for Heroes - Parody account - An Honest Day's Pay for an Honest Day's Work

🇬🇧🌹","Mon Jul 06 08:38:41 +0000 2020",2331,1155,45838,94946,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1280068305601077248/IbnULduT_normal.jpg
"Blue Terrier",YorkshireHeeler,"ID 1592118925797560321","Hell, MI"," D O G R I G H T 🤍 G O L F R I G H T","Mon Nov 14 11:35:30 +0000 2022",736,163,2552,2765,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1592155660296359936/hLVEO0yH_normal.jpg
"Arthur Francis",MarkGre52748770,"ID 1457078216481546240","Anywhere I choose to be "," Back up account of Marky G  a  grumpy British  middle-aged straight white bloke !!","Sat Nov 06 20:12:23 +0000 2021",829,358,282,2776,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619731984380575747/-za2xnXa_normal.jpg
"Huey P. Long",Bayou_Kingfish,"ID 1613902998228312065","Baton Rouge"," Governor of Louisiana. United States Senator.","Fri Jan 13 14:17:22 +0000 2023",19,90,1,8,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616240866649063425/fl6cOAgy_normal.jpg
"Surfer Brah",brah_surfer,"ID 1608772486828789760","Kailua, HI"," Surfing the Kali Yuga 🌊 🏄‍♂️💀⚡️","Fri Dec 30 10:30:52 +0000 2022",285,737,543,4536,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616798345053483010/KxUJBMGy_normal.jpg
"birdman 🦜🌺🧃",urbancraftshop,"ID 1568938182749593600","Paoli, IN"," Faith, Family, Folk","Sun Sep 11 12:23:37 +0000 2022",344,224,3251,4101,https://t.me/birdmanchan,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621764396870402050/aWDzUjYn_normal.jpg
"John Grandinetti",JohnGrandinett4,"ID 1602273671812374532",," ","Mon Dec 12 12:07:00 +0000 2022",1775,4678,537,658,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620839599055437833/11c3u4Va_normal.jpg
"Louie De Palma",MistahDePalma,"ID 2586089180","FUGGIN NEW YAWK"," Aye Tone, why they have birthing wards and orchestras if they was just gonna whack ‘em? Don’t make no sense Tone.","Tue Jun 24 17:29:05 +0000 2014",13,294,175,1007,http://www.nationaljusticeparty.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1501721031098175489/-TInogsc_normal.jpg
"🌙 druí 🕯️",witchural,"ID 3307282308","the lonesome crowded west. "," 🇸🇴 swamp witchcraft enthusiast 🌲","Thu Aug 06 00:51:49 +0000 2015",712,717,4617,24945,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615279471908503553/9587YAKW_normal.jpg
Narud,dgnrtnarud,"ID 543919222",," jungle brain","Tue Apr 03 02:48:43 +0000 2012",1705,454,980,42080,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616130299833860114/u7loPKrQ_normal.jpg
BookRespecter,Book_Respecter,"ID 1589375522496253953",," Book lover","Sun Nov 06 21:53:58 +0000 2022",13,116,20,536,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1589376269749288961/PdGsQVly_normal.jpg
Netsirt,iAmNets1rt,"ID 1522629366718492672",," ","Fri May 06 17:28:37 +0000 2022",21,78,874,5969,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1560024061257756672/pltwgCbH_normal.jpg
"Zaylan Griffin",ZaylanGriffinSC,"ID 1591054313161383941","Ninety Six, SC"," Black Gen-Z Conservative👨🏿‍💼 Right-Wing Populist🦅 Nationalist🇺🇸 New Right Republican🐘 Gamer🎮 Navy DEPer⚓️ 18🎂 #SYSBM #MAGA #AmericaFirst #BullMoose","Fri Nov 11 13:04:54 +0000 2022",2088,4978,3015,3621,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609088054668443648/KjxDw4Kh_normal.jpg
illtakemystand,illtakemystand1,"ID 1274329704242262020",Dixie," Born early on one frosty morn’","Sat Jun 20 13:14:29 +0000 2020",3072,1198,5766,25636,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607225904924590083/3wvmSghH_normal.jpg
"Cozy Aryan",aryan_cozy1,"ID 1610042115337375745",," ","Mon Jan 02 22:35:36 +0000 2023",301,461,90,583,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612764123217154048/VikfBRbC_normal.jpg
"Pioneer Zoomer 🇺🇸",TheArgonaut1849,"ID 1469338013054341123",," Ramblin’ Man","Fri Dec 10 16:07:49 +0000 2021",407,272,623,5997,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1552476408655491072/eV0vVGXn_normal.jpg
HauteMILF,HMilf77,"ID 1233637371830079490",," ","Sat Feb 29 06:17:37 +0000 2020",2507,387,12406,19316,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1344967864164335616/MvQ9E-vS_normal.jpg
SweetKelly__,SweetKelly__,"ID 1412724952671739908","Angeltown  ⚡️ Mfers "," So much goodness ✨✨✨","Wed Jul 07 10:48:07 +0000 2021",720,781,5692,18677,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621674869883805697/Txkx8eoy_normal.jpg
Chrissy,doublebubblecee,"ID 1415399109524168712","The Gulf Coast"," ","Wed Jul 14 19:53:48 +0000 2021",124,120,332,7934,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1566586420868833283/K62tMOvF_normal.jpg
"✨🐝Babee💫Firefly🪲 ✨",FireflyLight___,"ID 1561134599559864321",," Listed as a person with great hair 🤩","Sat Aug 20 23:34:41 +0000 2022",704,849,6007,18344,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614078127830978560/zsMAeGmO_normal.jpg
OzarkNightOwl,NightowlOzark,"ID 1364871942524829697",," From the Ozarks. Old Stock American ✝️ 🇺🇸
I study society and culture. I may not agree with those I follow, but I want to see everyone's perspective.","Thu Feb 25 09:37:02 +0000 2021",1130,1107,3882,9656,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1559236189919612932/M9IZgCvm_normal.jpg
"Tyler ⚔️",TylerTurnkey,"ID 1286818076",," Southerner. SSPX pusher. Liker of #nosingang tweets.","Thu Mar 21 19:52:47 +0000 2013",114,548,1431,4184,https://youtu.be/XcG733oDZ58,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1470036061011288065/3UAfhwF1_normal.jpg
AMOGLAUF,AMOGLAUF,"ID 1521143187934433280",," Sam Hyde Did Nothing Wrong.","Mon May 02 15:03:08 +0000 2022",904,2193,18801,19376,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1521147641689743360/IluFbVWX_normal.jpg
"Conquistador Actual",likesToCode,"ID 161754235",," Pure Blood.  

Molon Labe.
 
Ardent Defender of Western Culture & Tradition.","Thu Jul 01 17:48:28 +0000 2010",575,860,3506,10537,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603852945082109952/ixE9rmfV_normal.jpg
"Boonn🪷'the 4'11 BEAST' Poem🧋",Madam_Boonn,"ID 1417029617999777792","Nevada, USA"," Host of The Far Out Wisdom #Podcast. Kid of former #KhmerRouges. Tweets are my own opinions. RT≠endorsements.","Mon Jul 19 07:53:17 +0000 2021",1141,1540,16991,36829,https://open.spotify.com/show/4ah0YlVqWBDAmsLvoS4Wf6?si=qlzXShnNR6u_-ppOtLoVSQ&utm_source=copy-link,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1614777562571616256/CmU5Cz3f_normal.jpg
"Kiwi Bear",WojteksGrandson,"ID 924478805015531520","United States"," ","Sun Oct 29 03:31:37 +0000 2017",10177,6572,14948,53741,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608941889796857861/X5ZmDm6H_normal.jpg
,ForeverLeather3,"ID 1596955979610001416",," @ForeverLeather3's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.","Sun Nov 27 19:56:20 +0000 2022",267,301,2006,2357,,,Disabled,"Not verified",,"Not protected",
UURGAAH,eternalhobo,"ID 1613060496646717442",," ","Wed Jan 11 06:29:35 +0000 2023",189,283,1017,26036,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613063529925427200/n3QiXFUl_normal.jpg
"Melting Love",Grimmslast,"ID 1362848187694907392",," incomprehensible politics, :^) RW socdem?","Fri Feb 19 19:35:23 +0000 2021",214,626,1091,194785,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1559178528934993920/2oDIoOPZ_normal.jpg
