Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
"Isabella Riley Moody",isabellarileyus,"ID 2871659160","Yeehaw, Texas"," Host of 'MOODY with Isabella' LIVE weekdays on Rumble @4 PM ET LINK BELOW) WIFE to @JxsiahM 🧡 Press inquiries: isabellarileyusa@gmail.com","Wed Oct 22 19:52:30 +0000 2014",89811,586,23086,31162,https://rumble.com/v27dmnw-moody-with-isabella-1.27.23-4pm-tbd.html,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612434086060036097/mwNQGtvy_normal.jpg
Interist,OfInterist,"ID 1529711258580070400",," lmao","Thu May 26 06:29:31 +0000 2022",1320,468,1423,4623,https://poa.st/@ofinterist,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1531476747392192512/OyMTXBuX_normal.png
"Jordan Dixon-Hamilton",jdixonhamilton,"ID 1043939776791867392","Los Angeles, CA"," Patriot J backup account","Sun Sep 23 19:06:53 +0000 2018",3886,472,487,2405,http://patriotj.com,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1601079168485117952/A3VY3KvW_normal.jpg
"Clown World ™ 🤡",ClownWorld_,"ID 1446932149148344320","United States"," Official #ClownWorld ™ 🤡 #NoCaptionNeeded ** DM us for removals or submissions","Sat Oct 09 20:14:52 +0000 2021",1128941,139,796,1189,http://clownworldstore.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1589731437959208960/iThAxQ4j_normal.jpg
"Harry Morris",HMo1166,"ID 2398674906","The Colosseum"," infamous spoiler of the Great Gunt Hunt (tm)","Thu Mar 20 01:55:27 +0000 2014",1577,80,26617,92705,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612298778949697538/97LDIy5d_normal.jpg
RAMZPAUL,ramzpaul,"ID 53979469","Arkansas, USA"," A proud hillbilly. 
YouTube channel: https://t.co/f0ZX2xXOPr 
Rumble: https://t.co/aVLC1hv48m
Support me at: https://t.co/KWorW8Y8Cp","Sun Jul 05 19:12:52 +0000 2009",111901,296,80029,40468,http://www.ramzpaul.com,,Enabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1591074150696865792/4tQhJQFu_normal.jpg
"KEEM 🍿",KEEMSTAR,"ID 872683897","Buffalo, NY"," Creator of #DramaAlert #1 source for News on the Social interactions in Online Entertainment! Business inquiries DM @LFMTalent - Handsome/He/Him","Wed Oct 10 23:43:12 +0000 2012",2708614,519,128036,141500,http://keemstar.com,,Enabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1486406495264772103/2HvLEoJz_normal.jpg
"Adam Green - Know More News",Know_More_News,"ID 3214466631",," Know More News
Odysee: https://t.co/W6o8O6m6WC
BitChute: https://t.co/r9TLxJiwtL
Telegram: https://t.co/D9HGHhpUZs","Mon Apr 27 18:36:04 +0000 2015",32577,1278,36861,45688,http://knowmorenews.org,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1469919321900077060/zG24DKC4_normal.jpg
ChudBuddy,Chudbuddy,"ID 1590900795159248896",," Not Metokur, just a fan 

#students4bronsso
#bronssoIndustries","Fri Nov 11 02:55:04 +0000 2022",696,434,1056,969,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609397098352635905/hbCxnB2s_normal.jpg
tom,anonbirdd,"ID 1552969766775787520",," ","Fri Jul 29 10:51:40 +0000 2022",25237,297,148,3009,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609744792728076291/JHc-cNrn_normal.jpg
dumpy,dumperman,"ID 850938014050263040",ohio," i ❤️ love my editor @spitfanclub","Sun Apr 09 05:06:47 +0000 2017",11881,388,5170,7419,https://www.youtube.com/dumpylol,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616968379138441223/8WKaGeFI_normal.jpg
Porsalin,mogarzak,"ID 1598701883325046784",," Documenting the unfortunate mishaps of podcasters, comedians and e-celebrities as they attempt to navigate our online world","Fri Dec 02 15:33:31 +0000 2022",580,107,0,248,http://youtube.com/@porsalin,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602487278378549253/a45fwDvO_normal.jpg
"Salty Cracker",SaltyCracker9,"ID 1021461090671030272",1776," ","Mon Jul 23 18:24:36 +0000 2018",112609,714,14540,41676,https://saltmustflow.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1421238516676128769/FMYcYQYG_normal.jpg
"Anya Parampil",anyaparampil,"ID 323494714","Washington, D.C."," Don’t buy bread with that money. Buy dynamite! journalist  @TheGrayzoneNews","Fri Jun 24 22:50:53 +0000 2011",81184,2362,20368,7906,https://grayzoneproject.com/author/anya-parampil/,,Enabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1246898526954676224/NEL42NVT_normal.jpg
Pümā,iAmOnThisSite,"ID 1475192756494643207",Moderna," take the vaccine damnit","Sun Dec 26 19:52:25 +0000 2021",1471,98,118,338,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609689256036900866/8hIL2j2R_normal.jpg
iamyesyouareno,iamyesyouareno,"ID 1342174584594960384",," everything you need to know. (DM open for submissions)","Thu Dec 24 18:26:47 +0000 2020",34321,1635,9498,34319,https://instagram.com/iamyesyouareno?igshid=YmMyMTA2M2Y=,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1342191297805889537/qVxvrLhq_normal.jpg
"Because We Live Here",BWLH_,"ID 42786325","Denver, CO"," https://t.co/Jvyqj3kMo0","Wed May 27 01:53:58 +0000 2009",11200,198,23225,1372,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1518731598144978946/kNITOzsC_normal.jpg
"Nathaniel Abbott",badanlol,"ID 1188280458221674499","Midwest USA "," Conservative, cultural analyst, Mammoth hunting party leader, PhD in Bro Psychology, self asserted King of the fitness industry, Spasticist.","Sun Oct 27 02:26:07 +0000 2019",1769,284,4186,4038,https://youtube.com/c/NathanielAbbott,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1521272630199951360/9J85pYFu_normal.jpg
Dr.Otter,DrOtter7,"ID 1518666402588209156",," Doctor| Zoomer| Twittch mod| Cozy mod| Jughead| Anime enjoyer| Mod abuser| Lutheran","Mon Apr 25 19:01:19 +0000 2022",61,57,206,449,https://letterboxd.com/DrOtter/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1518670068124729344/dv5d1G2M_normal.jpg
odysee,OdyseeTeam,"ID 1280241715987660801",," Launch your own channel | Watch, view, and share content | We ❤️ our creators | For help @OdyseeHelp | Available on Web, Android & iOS","Mon Jul 06 20:46:32 +0000 2020",71111,3,2143,3035,http://odysee.com,,Disabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1299848979207696385/7DlBlMYH_normal.jpg
"julian chandra",jvlchandra,"ID 1402012882133413888",," Creator + CEO of Odysee
suck it","Mon Jun 07 21:22:02 +0000 2021",2692,45,462,710,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1460494979806085123/JmH_URv8_normal.jpg
paleovision,paleovision,"ID 1366148208334938120",," ","Sun Feb 28 22:08:22 +0000 2021",273,713,3619,13601,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1509622709017264129/b040yB-x_normal.jpg
"Master of One",themasterofwon,"ID 1515142382123208711",," Anti-Irish rhetorician","Sat Apr 16 01:38:04 +0000 2022",752,362,1222,22174,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604289945341988864/dy-qlnSO_normal.jpg
"Zero H.P. Lovecraft 🦅🐍",0x49fa98,"ID 854746255431315456","Kadath in the Cold Waste"," Horrorist. Let no one reduce us to the status of ascetics. There is no pleasure more complex than that of thought","Wed Apr 19 17:19:22 +0000 2017",90349,886,43827,349848,http://zerohplovecraft.substack.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1557803985691676674/ZWki39Z-_normal.jpg
"Anti White Watch ☀️",AntiWhiteWatch1,"ID 1261270683285204994",WorldWide," #AWW: documenting and compiling data on violence, hate, discrimination and bigotry directed at #ethnicEuropeans 
https://t.co/TUwsJ7JvHt","Fri May 15 12:22:30 +0000 2020",38147,404,8602,19528,https://antiwhitewatch.org,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1261270970041417728/VyHm_0G5_normal.jpg
Simon,SimonDickerman,"ID 1522852077667561472",," God is good. | #JG4L | DMs Open","Sat May 07 08:13:37 +0000 2022",1270,281,327,9921,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1522859274581512192/KghUmcKE_normal.jpg
bronsso,gentlemanracism,"ID 1519133489597014016",," 🦕🎀𝒸𝓇𝒾𝓈𝒾𝓈 𝒶𝒸𝓉🌸𝓇🎀🦕
australian chauvinism pioneer
purveyor of joyful funny comedy/satire","Wed Apr 27 01:57:11 +0000 2022",156,133,366,410,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1519135361057771520/oVhaspiv_normal.jpg
"Anime.Rightist🇻🇦 (Retired)",anime_rightist,"ID 1245138231856791553",," I like anime and philosophy.

Former Channel: https://t.co/9zoZCfSC87","Tue Mar 31 23:57:56 +0000 2020",390,103,1576,21142,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1482200470097514496/2svJQDUg_normal.jpg
Cyclops,Cyclops224,"ID 1517709585838190592","Gransys "," I am a Cyclops","Sat Apr 23 03:39:37 +0000 2022",9,43,107,741,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603190822438113285/9eF6dSmo_normal.jpg
cartographer,an_old_fren,"ID 1520580457775001600",," ","Sun May 01 04:33:18 +0000 2022",35,162,286,3594,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1541977506416275458/il420t4o_normal.jpg
"Alex Stein #99",alexstein99,"ID 130956302","Dallas, TX"," Cat Maximalist 🐈 & Host of Prime Time with Alex Stein - BlazeTV @blazetv","Thu Apr 08 21:12:11 +0000 2010",419518,3835,17794,33920,https://youtube.com/c/AlexStein99,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1571877913871491073/nymTxPcZ_normal.jpg
"Le Trav",TravLeBlanc,"ID 37863826","The New World"," Just a Trav trying to make his way in a Not Trav's world.","Tue May 05 05:11:03 +0000 2009",14125,1023,42577,272995,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1506050769484668934/YDn-K2QB_normal.jpg
FrenlyFren,FrenlyFrenJG4L,"ID 1603871601988100097",," JG4L","Fri Dec 16 21:56:14 +0000 2022",10,17,4,85,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603886385659891713/Utvli0IQ_normal.jpg
"O.C. Junior",ocjunior3000,"ID 1523298709681106945",," ","Sun May 08 13:48:21 +0000 2022",5,110,8,510,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615562024804823040/LuROLCf4_normal.jpg
"Gabe Hoffman",GabeHoff,"ID 3255290759","Palm Beach County, FL"," Hedge fund manager, owner & producer of the documentary film An Open Secret. @anopensecret 

Trolls & anonymous accounts = no replies.","Fri May 15 05:14:46 +0000 2015",14889,459,28782,13338,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1206009528837386241/DhDtcRdD_normal.jpg
LordOvBvckets,BucketGroyper,"ID 1518764474488004611",," Hey!!!","Tue Apr 26 01:31:17 +0000 2022",71,174,349,1513,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1518764754415898630/y_zboiQ9_normal.jpg
"Matthew Kypta",mjkypta,"ID 2886592462","Washington, DC"," Old Right","Fri Nov 21 06:04:56 +0000 2014",1743,1290,8157,18027,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1509968792192966662/mYcPXw5h_normal.jpg
Higmig,Higg_nigg,"ID 1603858991762665472",," JG4L","Fri Dec 16 21:06:07 +0000 2022",33,53,3,85,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603861765611081729/3RoSLuIg_normal.jpg
"Big Kahuna",Vegetables64,"ID 1522610089378557953",," ","Fri May 06 16:11:57 +0000 2022",24,100,64,1219,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620498582540529664/bqCVvDpc_normal.jpg
"David Carlson",DavidNC__AV,"ID 1478779876794671104",GA," Executive Director @AmVirtueOrg | Old Right","Wed Jan 05 17:26:18 +0000 2022",2125,833,4637,5914,http://AmVirtue.org,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1584011535390834690/SjQkOzIX_normal.jpg
SilverFMJ,9850,"ID 77246906",," ☦️ silver fren #studentsforbronsso","Fri Sep 25 16:08:09 +0000 2009",352,758,1058,15957,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609432086775009280/K2Yg0yOK_normal.jpg
"Current Revolt",CurrentRevolt,"ID 1364420696919576588",Texas," Current Revolt is a highly respected, award winning media organization considered by many to be ""The Texas Newspaper of Record."" tips@currentrevolt.com","Wed Feb 24 03:43:46 +0000 2021",9070,1254,673,6032,http://www.CurrentRevolt.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1510102158309572612/FtlgjYjC_normal.jpg
southsidecards,southsidecards,"ID 217856375","Soldier Field"," JG4L","Sat Nov 20 18:42:57 +0000 2010",187,153,4932,32802,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1591174513387077661/mJTbxF43_normal.jpg
VHS_Archive,VHS_Archive,"ID 2925793055","South East, England"," Old videos - https://t.co/6Qb75Pjn6O
New videos - https://t.co/VFQtWauJeE","Tue Dec 16 20:49:23 +0000 2014",1702,58,11004,24642,https://youtube.com/channel/UCIwNnn_fbBf7thWaXkiH0EA,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1559982615272333318/YGzqUn8L_normal.jpg
Miggy,WeWuzMiggy,"ID 1600058021245337601",," GOD’S IN HIS HEAVEN, ALL’S RIGHT WITH THE WORLD.","Tue Dec 06 09:22:31 +0000 2022",429,215,377,974,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1600062210600046592/c4v14J0o_normal.jpg
"Danny Archer",DaKneePsycho,"ID 1468131897234505729","Sierra Leone"," Jaden Gang at it again","Tue Dec 07 08:15:50 +0000 2021",49,87,45,610,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1468132242169810947/2tYv7m1E_normal.jpg
"Carson Wolff VII 🇻🇦",thecarsonwolff,"ID 1586821265326841856","Los Angeles, CA"," Catholic • Conservative Commentator • Columnist at Upward News • Creator for American Virtue • VP of Bryan-College Station TYRF","Sun Oct 30 20:44:18 +0000 2022",544,281,403,492,https://linktr.ee/carsonwolf10,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1586826967650820099/9zUJqxsW_normal.jpg
"Gabe F. Guidarini",GabeGuidarini,"ID 947984296224096257",Ohio," “Rising conservative leader” - Ben Lorber. Currently @BullMooseProj @AmVirtueOrg. Fmr @JDVance1 @JesseSullivanIL","Tue Jan 02 00:14:03 +0000 2018",11743,975,18767,43354,https://medium.com/@gabefguidarini,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1612886103425486891/0NUulM8g_normal.jpg
"American Virtue",AmVirtueOrg,"ID 1368517291256602629","United States"," A Project for Conservatism and Americanism.","Sun Mar 07 11:02:22 +0000 2021",22233,740,2378,1262,https://linktr.ee/americanvirtue,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1554937959358648322/Mzr-IUo1_normal.jpg
"Jake Lloyd Colglazier",JacobCLloyd,"ID 1441916605567356928","Republic of Texas"," Native American • Executive Director @KeepDallasSafe","Sun Sep 26 00:05:08 +0000 2021",2425,397,1209,5840,https://keepdallassafe.org/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1441918049758576646/WHt6UoRo_normal.jpg
"RAW EGG NATIONALIST",Babygravy9,"ID 1161261376846946305",raweggnationalist.com," #1 bestselling author. THE EGGS BENEDICT OPTION, available from @antelopehill and Amazon. New MAN'S WORLD Annual out now!

MAN'S WORLD via https://t.co/Uk2gOEtU8k","Tue Aug 13 13:01:02 +0000 2019",143544,1352,41864,88445,http://lnk.bio/RAWEGGNATIONALIST,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1217799023228325888/O9waSZzh_normal.jpg
"Patrick Casey",restoreorderusa,"ID 1521870690630221824","Washington, D.C. "," ""Living? Our servants will do that for us."" Paleocon, writer, and host of Restoring Order. Words in @ChroniclesMag @theamgreatness @NewAtlantisSun.","Wed May 04 15:13:58 +0000 2022",24939,809,1320,3241,https://linktr.ee/patrickmcasey,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1597399542294609921/pgLRMxfI_normal.jpg
"Shia Lecuck",LecuckShia,"ID 1286804802471522305",," My goal in life is to laugh at Ethan Ralph (convicted sex offender), Nick Fuentes and groypers (flaggers).
https://t.co/YE0NlYQ6Uv
https://t.co/0azexRQZT4","Fri Jul 24 23:26:05 +0000 2020",456,169,3146,8074,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1286805049159512066/J1ShrZDI_normal.jpg
Seagull,MajstcSeagull,"ID 1297107312440565760",," Proudly Unvaccinated","Sat Aug 22 09:44:30 +0000 2020",609,255,8725,64294,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612665019896066048/uLKESnXV_normal.jpg
"Pit Viper Salesman",PitViperSales,"ID 1589001452776837125",," Proficient researcher of the paypigs and ballwashers to the fat and hollering.","Sat Nov 05 21:07:50 +0000 2022",279,138,408,181,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594434467061534720/pV-mwhKe_normal.jpg
"Pillstream Live",PillstreamLive,"ID 1590882284311388163",," oh eat a co…call u an oober. Tweets NOT AUTHORED by Ethan Ralph.","Fri Nov 11 01:41:42 +0000 2022",3945,144,2908,6954,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620534865937539081/AvIbOT1T_normal.jpg
"Backwards Internet",Backwards_Int,"ID 1600678598293262337",Everywhere," AKA Cog.","Thu Dec 08 02:28:54 +0000 2022",730,106,1069,1741,https://youtube.com/@BackwardsInternet,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1600680873044631563/cas-8pSd_normal.jpg
"Andrew Wilson",paleochristcon,"ID 1371581088586420229",," Paleocon. Bloodsports Debater. Christian. Husband. Father. Host of The Crucible.","Mon Mar 15 21:56:38 +0000 2021",1671,329,7311,406,https://youtu.be/kUw8sMudasg,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1470249771835310087/gNlGxbJF_normal.jpg
"PODAWFUL™ ",PodAwful,"ID 94712457","PIZZA FUND","  Safety & Trust Officer
DON'T GO ON THE INTERNET TOMORROW™
https://t.co/rISNIdfoSS
Assistant: @theNword","Sat Dec 05 03:19:08 +0000 2009",5025,653,21848,5512,http://awful.world,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593998249756696578/nxaElIUj_normal.jpg
MisterWukang,MisterWukang,"ID 1546871625773105157",," I do a little video editing","Tue Jul 12 14:58:52 +0000 2022",852,249,1515,7637,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1563243710053097477/dlJuhIrj_normal.jpg
RPG,RedPillGangTV,"ID 1590704958420226048","Florida, USA"," In any compromise between food and poison, it’s only death that wins.","Thu Nov 10 13:57:10 +0000 2022",2277,93,1909,2228,http://allmylinks.com/rpgtv,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1590705261060276224/wElHDPSA_normal.jpg
PPP,PoweroftheTruth,"ID 900662551",," ","Tue Oct 23 21:51:42 +0000 2012",7398,150,3064,96,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1281442833937965056/JPlvRnLb_normal.jpg
"Augusto Kinochet",kinocopter,"ID 1470240646346809345",Chile," Owner & Editor-in-Chief of Gunt News Network - Rated #1 In The Sektur, From The Top On Down.","Mon Dec 13 03:54:34 +0000 2021",5329,526,13627,17199,https://linktr.ee/kinochet,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602076438923837440/yuE03D6z_normal.jpg
"Dave Smith",ComicDaveSmith,"ID 467661480",NYC," Husband, Father, Comedian, libertarian, Host of “Part Of The Problem Podcast”, 1/3 of LOS  Business Inquiries: Davesmithbookings@gmail.com","Wed Jan 18 18:20:00 +0000 2012",321329,934,16725,16124,https://linktr.ee/theproblemdavesmith,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1019515212486053888/YU1J4lDp_normal.jpg
"New York Post",nypost,"ID 17469289","New York, NY"," Breaking news & features from The New York Post. Follow your favorite sections: @pagesix, @nypmetro, @nypostbiz, @nypostsports, @nypfashion, @nypostopinion","Tue Nov 18 19:46:36 +0000 2008",2837516,10795,534033,1896,http://www.nypost.com,,Enabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg
"adi is hiring engineers and designers!!",realadibhanti,"ID 895410561659396098","CHI "," building cool stuff","Wed Aug 09 22:24:48 +0000 2017",2309,1842,2825,10040,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1506415734636703744/kyTOL508_normal.jpg
Breaking911,Breaking911,"ID 375721095",Nashville," America’s #1 Alternative News Source","Sun Sep 18 16:36:06 +0000 2011",1027607,0,696,39,http://Breaking911.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/619546088995979264/KuG27bBK_normal.jpg
"Lancevideos 🍊",lancevideos,"ID 1305792305539026948","Dallas, TX"," Texan-American Nationalist!","Tue Sep 15 08:56:30 +0000 2020",1101,221,1274,1302,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1606002190514065417/tWumVmXy_normal.jpg
"Andrew Kloster",ARKloster,"ID 407179694","The North Pole"," Suicide bomber in the Butlerian jihad; Former Trump White House / agency lawyer; 🐝🍯; 王安德; KM ✠","Mon Nov 07 19:00:31 +0000 2011",17331,1522,371,78250,http://arkloster.hns.to,,Enabled,Verified,,Protected,https://pbs.twimg.com/profile_images/1599590755743535105/brL26_h4_normal.jpg
"Rumble - 🏴‍☠️ $RUM",rumblevideo,"ID 808080314","Longboat Key, FL"," The next generation of video and cloud ☁️ NASDAQ Listed | $RUM","Fri Sep 07 03:13:18 +0000 2012",287229,288,10330,2416,https://corp.rumble.com,,Disabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1517081388830408706/VBZMOn6k_normal.png
"🥷🦅AP4Liberty 🇺🇲🥋",AP4Liberty,"ID 4686170306","Jefferson City, MO"," Wake Up America Show Host 7-9am 🎙
https://t.co/AcxJ5i481x
Award-winning broadcaster. Eventually something I say or do will offend you. It's not personal.","Fri Jan 01 01:00:59 +0000 2016",87880,17000,96914,116091,https://linkpop.com/ap4liberty,,Enabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1620506798980571150/ZE_z6h2D_normal.jpg
"National File",NationalFile,"ID 1151261114384171008","United States of America"," America's new choice for real news. https://t.co/RLNCLWLxeX

rt =/= endorsement","Tue Jul 16 22:43:33 +0000 2019",35287,663,11137,2302,http://nationalfile.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1159555846621323265/EErrsyzB_normal.jpg
"Elon Musk",elonmusk,"ID 44196397",," ","Tue Jun 02 20:12:29 +0000 2009",127896345,177,22559,17739,,,Disabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg
AugieRFC,AugieRFC,"ID 1225248077797363712","DALLAS | TEXAS"," RFC 2023. Buy a PC with code 'RFC' at https://t.co/7e92Iq70Au! DISCORD: https://t.co/amz2rWNHKD","Thu Feb 06 02:41:26 +0000 2020",14981,620,3603,6708,http://AugieRFC.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1559266296197431297/QLOpOV3v_normal.jpg
