Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
"𝙙𝙚𝙡__ ❄️",Libtard_Killa,"ID 1586898717000376321",," NJF shill 🧀 ✝️","Mon Oct 31 01:52:20 +0000 2022",575,233,1268,10956,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620711482433609728/d2-QJQso_normal.jpg
DesertYE24Dweller,JacktheRipcord,"ID 1457145469428289544",Djibouti," God wins 🚨
Orthodox x America First ☦
Soldier for Ye 🏃","Sun Nov 07 00:38:58 +0000 2021",349,598,1034,3282,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596210291234193410/T6byElN9_normal.jpg
"blue eyes white groyper",bluegloyper,"ID 1609675365714206723","Im a bit sleepy tonight…"," We are so back (on twitter) NJFG4L #YE24 #FREENICKFUENTES","Sun Jan 01 22:18:22 +0000 2023",229,276,610,7302,http://cozy.tv/nick,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618641491051560961/jYzLJjPk_normal.jpg
"sewer lizard",gutterfreak,"ID 1595983949108457472",," gay retard","Fri Nov 25 03:33:28 +0000 2022",335,87,89,1252,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612051267609833474/Gm5ynswm_normal.jpg
"Chinese Balloon",ChineseBaloon,"ID 1601800128440209408","Somewhere over America"," Just a regular Chinese Balloon nothing suspicious 我是一个普通的气球请别管我谢谢","Sun Dec 11 04:44:56 +0000 2022",790,228,43,357,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621725960247853056/u-i_eq2-_normal.jpg
"FalangistGroyper YE24",RealNiggaGroype,"ID 1605670538856185857",," 🇻🇦
AF
NJF","Wed Dec 21 21:04:34 +0000 2022",66,233,164,886,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1605672350627729408/5x_NPFTv_normal.jpg
GLOYPER6000,gloyper6000,"ID 1586630882483351553",," ","Sun Oct 30 08:07:45 +0000 2022",288,2334,590,4739,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588180438647914497/2tBvpV5O_normal.jpg
boy,uxreturns,"ID 937799990902251520",💟," ye24 • love","Mon Dec 04 21:45:16 +0000 2017",1870,33,75,303,http://cozy.tv/ux,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617955286504902670/TVUks8Sv_normal.jpg
asiananon,asiananon01,"ID 1561135430619340800",," ","Sat Aug 20 23:38:23 +0000 2022",274,87,299,1103,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1618840184363130880/-pdeEeWv_normal.jpg
"Manitou 🇷🇺❄️",GoyFromAmerica,"ID 1595998509286694915","Manitou Springs, CO"," Afro Hispanic","Fri Nov 25 04:31:22 +0000 2022",410,211,2047,9222,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619183440301277184/GsWrGI1d_normal.jpg
JoshTheRemover,AJG42069,"ID 1574109967224918016",," Protestant - Kai Clips' strongest soldier - YE24","Sun Sep 25 18:54:05 +0000 2022",430,309,10351,25327,http://animetobaccofirearms.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611404646873972748/YKZpwOfp_normal.jpg
*AS,totalfascism,"ID 1592425783787753472",YE24," ","Tue Nov 15 07:55:42 +0000 2022",399,429,1201,11191,http://t.me/PASnigga,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620285553546518528/_ucLFxrr_normal.jpg
"BonoBono YE24 🍌 🍔",BonoBono_Man,"ID 1587994784597250048",Banana," ""I love that Banana guy"" - Nicholas J. Fuentes","Thu Nov 03 02:27:22 +0000 2022",761,313,940,1856,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587995226941038593/z3GHHxOz_normal.jpg
"V 𓁼",pope_head,"ID 1438395644104908802","Babylon "," Subscribe to my substack: https://t.co/R1cTYajEVn

Anti Defamation League Rising Star Award recipient","Thu Sep 16 06:53:48 +0000 2021",34255,650,11082,15737,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588098322358829058/eHRGcANW_normal.jpg
🚬zg,zgpilled,"ID 1600703165975777280",☦️🇦🇲," ","Thu Dec 08 04:06:51 +0000 2022",208,122,342,1364,http://zoomerguy.github.io,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619801856129269761/ILEliXe2_normal.jpg
"Antonio Sabato Jr",AntonioSabatoJr,"ID 1518719815640395777","Florida, USA"," Actor, producer, director, race-car driver, Real Estate","Mon Apr 25 22:33:33 +0000 2022",64709,0,1093,1676,https://linktr.ee/antoniosabatojr,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610754487139934211/EAe7qure_normal.jpg
"ivermectin soldier ❄",GuntObserver,"ID 1614341523008528385",," #YE24 #YE24 #YE24","Sat Jan 14 19:21:11 +0000 2023",110,142,391,1969,http://cozy.tv/nick,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614348431367065600/zGFQV6FS_normal.jpg
"dr. juice",juicedavisx,"ID 1600041982373482496",Ausnia," 🧃","Tue Dec 06 08:18:42 +0000 2022",2404,197,1106,2020,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615335655856570368/4K1N46Xh_normal.jpg
"Steve Franssen",SteveFranssen,"ID 521167914","Montana, USA"," Renegade | Ultra Bad Boy | Grizzled Outlaw | Nick Fuentes Respecter |","Sun Mar 11 09:29:30 +0000 2012",9344,121,22398,23798,https://t.me/stevenfranssen,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618297063736807425/W6Mhglkm_normal.jpg
"Baby ➐",drugcel,"ID 913331707","Briargate, Colorado "," Nothing Gold Can Stay","Mon Oct 29 21:59:13 +0000 2012",2341,268,4157,73738,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1299246535113228288/YteaNg-0_normal.jpg
ye4us,ye4us,"ID 1058747380772884480",," U.S. of Ye || #YE24 || https://t.co/2TdzuizBWW FOLLOWED BY @kanyewest","Sat Nov 03 15:47:00 +0000 2018",18265,854,33907,57185,https://www.instagram.com/ye4us/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1437883542579683332/zcVFkt2T_normal.jpg
🩺PharmacopYE-ist💊,FarAwayAndCozy,"ID 893348197040566272","☣️Groyper Blacksite☢️"," 💊🍬Better Living through Pharmaceuticals ™️🍭 follow for the next Rx drop.. first ones free","Fri Aug 04 05:49:42 +0000 2017",2691,2092,3720,2402,http://CozyDOTtvNot.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609389113613885441/9GVAeGLS_normal.jpg
"Paul 🧃🧇",PaulAllenHost,"ID 1591347857948385280",," ","Sat Nov 12 08:31:33 +0000 2022",1047,445,1477,2952,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1591348377450680325/zBlgoMoq_normal.jpg
"Luchy Luchador",luchyluchador,"ID 1595470060616925186","Texas, USA"," Artist | Musician |
#YE24 | America First |🧃","Wed Nov 23 17:32:00 +0000 2022",149,421,1135,9840,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595473503838502913/lBjoTU8a_normal.jpg
#YE24🇺🇸🌲,yeezycel,"ID 1597457570821701633",," ","Tue Nov 29 05:09:07 +0000 2022",113,198,185,2364,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621670127417835521/vSjP2uzF_normal.jpg
"Based John ye24 Doe",FortnitePinball,"ID 1595671921693233152",," ","Thu Nov 24 06:53:43 +0000 2022",44,105,193,5872,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595673678544609280/wEZ1iz2-_normal.jpg
"hank the pig",69BoogerPicker,"ID 1595792441256411136","Charleston, WV"," Listen to my boy band “Ultra Shield” Cashapp: $FartingHard","Thu Nov 24 14:52:32 +0000 2022",1773,631,619,13462,http://ultrashield.online,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618428698583076864/3zOIo_mB_normal.jpg
"Ali Alexander",ali,"ID 6782762","United States"," Started the Stop the Steal protests and January 6th. Back after 2 years. Biden failed to jail me.","Wed Jun 13 04:57:34 +0000 2007",176195,1327,32888,19278,https://givesendgo.com/alialexander,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1305817044240261121/xWwXL2P3_normal.jpg
"Chief Ye",ChiefYe24,"ID 1603181051035140097","Ye’s World"," I loooooooove Ye. Cozy streamer. I stream on Cozy dot tv / ChiefTrumpster #SpacesHost","Thu Dec 15 00:12:09 +0000 2022",1610,211,980,1327,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603181200771801088/j553dAJK_normal.jpg
"little bird ",birdypilled,"ID 1566051677744107522",she/her💖," Artist, NFT billionaire, King of Incelcore, CIA CyberSecurity Analyst 6'5
dev @torimonNFT
https://t.co/DNnLlHcaEH
https://t.co/jLsE2TxPBT","Sat Sep 03 13:13:17 +0000 2022",664,369,2292,4528,http://torimon.net,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613747421036646400/MoSzkOu1_normal.png
"Little Guy Enjoyer",respawnreload69,"ID 1587675175226642432",," YOU WILL UNBAN NICK FUENTES","Wed Nov 02 05:17:17 +0000 2022",335,398,560,8462,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1591137623153774592/1uUdp08j_normal.jpg
LoverGuy,Jacobyboiqf,"ID 1468079454555541507",," yeah im THE fricker guy (jakeey)","Tue Dec 07 04:46:48 +0000 2021",362,211,1149,5193,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619782016509026313/4yCrpzAI_normal.jpg
baller,ballbr,"ID 446282869",baller," MIT computer scientist","Sun Dec 25 14:35:23 +0000 2011",2806,227,1362,2205,http://mp3.agency,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1601423347556012032/M6CIhBl-_normal.jpg
plantruster4000,hellomudda6942,"ID 1593795856402194435",," ","Sat Nov 19 02:38:47 +0000 2022",108,1302,77,4128,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596333861566300160/ljKiyJI__normal.jpg
"mr goober",Goober30000,"ID 1600707209104527360",," you know it","Thu Dec 08 04:22:02 +0000 2022",238,145,468,2087,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621174049769508868/_Ff-Fbxp_normal.jpg
"Cold Groyper",SnowGroyper,"ID 1467511257636950018",," ","Sun Dec 05 15:09:00 +0000 2021",111,157,489,2619,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1468389303696904200/kW271ole_normal.jpg
"𝐖𝐀𝐍𝐆𝐇𝐀𝐅 🧃",WANGHAFRN,"ID 1600850473610780675",," I love Jesus Christ 👑 Vivamus, Moriendum Est. Love Everyone🇻🇦18","Thu Dec 08 13:51:20 +0000 2022",205,370,640,6231,http://cozy.tv,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619039625288335371/5Lzee5ep_normal.jpg
"Reas1n YE24",Johnsmi73395599,"ID 1536522833517498368",," Real","Tue Jun 14 01:36:19 +0000 2022",97,240,301,25242,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1545205219591684096/6AMe9JE9_normal.jpg
"AF_Southerner Ye24",AF_SouthernerV2,"ID 1582435954500960262",," it ain’t RALPH level","Tue Oct 18 18:18:40 +0000 2022",197,303,1031,4020,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618364812437725188/9E3wS1e-_normal.jpg
Patton⭐️🇻🇦,GSPreal,"ID 1603037299578736640",," Catholic","Wed Dec 14 14:41:20 +0000 2022",654,491,2246,2684,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604849310075682816/cwFSf0us_normal.jpg
"Goofball ❄️",rapeman9000,"ID 1606360263493566464",," try love","Fri Dec 23 18:45:15 +0000 2022",117,124,452,1334,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619480364959031297/52iqHyrr_normal.jpg
Swashbuckler,SwashbucklerPot,"ID 1594466896199708672","Rock Bottom"," 🥟 DS • GU • AF • cozy . tv #YE24","Sun Nov 20 23:06:25 +0000 2022",1000,561,1388,11104,http://dailystormer.in,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594474172301729792/i3PAYVtB_normal.jpg
"🎈A-hole Anderson🎈",bayonetbastard,"ID 1594826437206212609",," mornin☕","Mon Nov 21 22:54:12 +0000 2022",400,482,1801,10966,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594827856588066816/8frHblhk_normal.jpg
tc,stitchceI,"ID 1587524967188439040",," original gloyper","Tue Nov 01 19:20:31 +0000 2022",480,234,1166,4286,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608483167610220544/Bga5U0eq_normal.jpg
"Killstream Live",KillstreamLive,"ID 1186514928913522688",," You Never Know What Will Happen on the Killstream... M-F 9:30PM EST Open DM's. Tweets not authored by Ethan Ralph.","Tue Oct 22 05:29:48 +0000 2019",4728,98,3112,1758,https://killstream.live/ralphamania,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1557258835311591424/LN9gU-Ep_normal.jpg
"speckzo 🇻🇦 YE24",mrspeckzo,"ID 1595372281110450176",," 6'5 Catholic zealot, husband, and father of 2. Kingship of Christ is my political ideology. Co-host of Logos Triumphant on https://t.co/jCXNMritbW","Wed Nov 23 11:02:56 +0000 2022",2140,331,464,515,http://t.me/speckzo,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1597368458999742465/v05Pz5I5_normal.jpg
"👆john 🧃YE24🧃 doe👆",johndoe61913978,"ID 1595154079218556930",," America’s Top Gremlin","Tue Nov 22 20:35:48 +0000 2022",412,270,3871,10472,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618270874557194243/NUZ5I-cf_normal.jpg
"delusional zoomer",delusionzoomer,"ID 1600319314535538689",," moderately insane groyper","Wed Dec 07 02:40:41 +0000 2022",228,174,1036,544,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1600568973434699790/Kbgy5q3c_normal.jpg
"Scrumptious ♱",RiceCracker77,"ID 1587643432293507075",🇯🇵," I just want to RT anime girls and own the libs and I'm all out of anime girls...","Wed Nov 02 03:12:07 +0000 2022",153,468,679,3897,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1612906739849895938/qSWxqKIO_normal.jpg
PR,Iovespeech,"ID 1587544783156912128",," YE24 🕊️ • ☦️","Tue Nov 01 20:39:37 +0000 2022",154,264,162,5719,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587550603260985344/mcYlWfuu_normal.jpg
Kurvy,KurvyGroyp,"ID 1595219013365207040",," hi","Wed Nov 23 00:53:58 +0000 2022",350,86,174,336,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602515321415344128/enyEmsdi_normal.jpg
サウス,furoridajinn,"ID 1192968069460758528","Tokyo-to, Japan"," クリエイティブなことが好きだよ。

DEVIANTART: https://t.co/2WBJZ7AIyJ
PIXIV: https://t.co/KO06gEOLNl…
DISCORD: https://t.co/0SqQpuQgyS","Sat Nov 09 00:52:17 +0000 2019",183,182,3271,15423,https://kansaspanic.carrd.co,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617365989125128192/VopBVjd3_normal.jpg
🆓,realeguntguard,"ID 1610797434396893184",," ","Thu Jan 05 00:37:10 +0000 2023",863,164,305,1361,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610872654818336769/R_kxPBnX_normal.jpg
"Andrew Anglin",WorldWarWang,"ID 1506831756","Lagos, Nigeria"," #YE24

#Jesus

I endorse everything.","Tue Jun 11 21:13:54 +0000 2013",16566,533,3144,2808,http://bible.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604043212821127169/3WchInmg_normal.jpg
"DSA Retard Rapist ♿",RetardOExtremeO,"ID 795342400239652864",Greece," host of America First with @NickJFuentes","Sun Nov 06 19:09:39 +0000 2016",853,191,29270,97971,http://deeznutslmao.gov,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595935161086091264/oZpUE6R__normal.jpg
ElmoRules,elmo_martian,"ID 1164007977642266624",Mars," very serious | gloyper | jughead  Ye24","Wed Aug 21 02:55:14 +0000 2019",117,478,1041,31960,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1518702213815799813/vD6D3mA8_normal.jpg
"poop gamer YE24",PoopGaming11,"ID 1528482583792713728",," AF // YE24","Sun May 22 21:07:37 +0000 2022",102,201,481,5112,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1528486122828996610/ELDb9ygi_normal.jpg
"Andy Ngâ",GribbleYell,"ID 1366509523687604226",," The ice we skate is gettin pretty thin","Mon Mar 01 22:04:05 +0000 2021",693,721,4839,24257,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1382196276947783681/OZOnXpjy_normal.jpg
"Dumbass YE24 Dim",DimDumbass,"ID 1595982290089304064","In Nicks Mug "," Oppressed | Groyper | Zoomer | NJFG4L | YE24","Fri Nov 25 03:26:54 +0000 2022",162,239,234,9458,http://Cozy.tv,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595982711705010176/tu7xYw1L_normal.jpg
gru🛸,mostdrain,"ID 1594516171319033856",," gunt legionnaire","Mon Nov 21 02:21:12 +0000 2022",364,258,1795,6049,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619083222939308033/zEY5QeMN_normal.jpg
☁️,lexfridmanfan,"ID 910785736902819840",," ","Thu Sep 21 08:40:16 +0000 2017",419,77,623,5078,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603830815229607952/XHd8h8XD_normal.jpg
"Dmitriy Ungern",DmitriyUngern,"ID 1210681987016646657",," Catholic | German and Southron | 22","Fri Dec 27 22:01:26 +0000 2019",2213,67,19121,70888,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617147668081397762/CCfDcd4p_normal.jpg
"Spinach 🥗",basedspinach,"ID 1322060763243122689","eating spinach rn"," I like my spinach based and christpilled 🥂","Fri Oct 30 06:20:28 +0000 2020",18269,691,7059,12695,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614029356887572481/zdGMytnp_normal.jpg
"Sebastian from La La Land",JovialSeb,"ID 1603958097478721536","LaLa Land"," Chipper and Jovial Kai","Sat Dec 17 03:39:50 +0000 2022",1894,401,500,1546,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614569917025746947/C_KuaORQ_normal.jpg
Samii,SamiiWasTaken,"ID 1385762868046467073","Londonistan, Britbongland"," WANGHAF
#YE24 #LoveSpeech
🇫🇮🇬🇧","Sat Apr 24 01:10:01 +0000 2021",362,449,130,39331,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607169240733257729/EZ3dX3K9_normal.jpg
smocaine,smocaine_b,"ID 1593009966310252544",," fortunate son  #YE24","Wed Nov 16 22:36:22 +0000 2022",562,164,3727,9262,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593022828470685696/U1dxrkxW_normal.jpg
"😼 #Ye2024",CheburashkaExel,"ID 1592604778860797954",☦️," Common Eexxell W","Tue Nov 15 19:45:55 +0000 2022",338,231,3397,11929,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619564497923969025/CErSIQRK_normal.jpg
"Hardy Walking",HardyWalking,"ID 1599206804092854273","Briargate, CO"," Nothing Gold Can Stay","Sun Dec 04 00:59:55 +0000 2022",1080,223,942,5752,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1599519073880227841/xe3YzPMe_normal.jpg
"Jon Miller",MillerStream,"ID 29658469","Lost Angeles, CA / DC"," Gamer Jon’s Official Twitter Account • The King has Returned • Telegram: https://t.co/5U9eyVCLKX • I’m not here to make friends","Wed Apr 08 06:48:05 +0000 2009",92708,2092,12376,5689,http://instagram.com/gamerjon1776,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609332952445652993/wtiDW_3n_normal.jpg
"Dalton Clodfelter",TRightDissident,"ID 1587353219184959490","Orlando, FL"," ➥ Reactionary Radio™ on https://t.co/IJVv32CF4k ➦ The Right Dissident™ on https://t.co/aCWIWTGSIx","Tue Nov 01 07:58:01 +0000 2022",3610,145,1206,3041,http://cozy.tv/daltonclodfelter,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620653110380085249/37W1DCkw_normal.jpg
"Roger Stone",RogerJStoneJr,"ID 47253057",," American Political Icon, New York Times Bestselling Author, Trump-loyalist, veteran GOP operative, libertarian conservative. https://t.co/YSHlmOKSaL 5 P.M. EST.","Mon Jun 15 03:51:50 +0000 2009",383345,3349,33232,4523,https://rogerstone.substack.com/p/welcome-to-stone-cold-truth,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/881721994328363008/FxyU1qMF_normal.jpg
"Based Ingrid 🇻🇦❄️",Ingridpilled,"ID 1493677049621454853","Holy Kingdom of Faerghus"," Jesus Gang 4 Life
NJF Loyalist
Highly Respected","Tue Feb 15 20:02:41 +0000 2022",763,174,2937,8595,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587828045531979776/oH6HZn9p_normal.jpg
"B҉҉҉l҉a҉҉҉¢҉k҉҉҉ ҉҉҉$҉W҉҉҉A҉҉҉|҉҉҉\҉҉҉|҉҉҉",AFCryptid,"ID 1188162952299450368",," Veni Sancte Spiritus 🕊️
Braap Exile Co-Conspirator 🐒
Founder of Sussy Squad 😻
GG77 🐝","Sat Oct 26 18:38:25 +0000 2019",1267,473,3145,22404,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617957593044992000/DncqZgRR_normal.jpg
"Baked Alaska",bakedalaska,"ID 108465379","west palm beach"," j6 prisoner | i love everyone ❤️ | YE24","Tue Jan 26 01:21:42 +0000 2010",130209,226,36334,131728,https://givesendgo.com/bakedalaska,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602066678556262401/Dd8K3bcO_normal.jpg
"Pragmatic Culture",PragCulture,"ID 4455337059",," Catholic | YE24 | 🧃 | So back","Sat Dec 12 03:58:28 +0000 2015",1335,348,16913,74064,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1621614819160760320/_QpO-NNw_normal.jpg
