Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
"goo two",MlpConservative,"ID 1610637603769913347",," inactive","Wed Jan 04 14:01:52 +0000 2023",340,194,97,308,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1610638716795494404/iPYGfEQz_normal.jpg
3D,kiirturvaja,"ID 2216388554",," faster metabolism → slower time perception → better reaction time → pro-gaming","Tue Nov 26 20:29:40 +0000 2013",222,816,2148,9405,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1527278715050242050/ioV9olqe_normal.jpg
Fronherzog,moonquatman,"ID 1586010344262090753",," ","Fri Oct 28 15:01:52 +0000 2022",2,63,33,497,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1591052495480037377/d4erbhui_normal.jpg
"ت ايش م",didkdir94494idj,"ID 1573679137612566529","République Démocratique Du Con"," ","Sat Sep 24 14:22:20 +0000 2022",0,120,1,167,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1580953331513659395/IHf80zfF_normal.jpg
Kaiborg,kaiborg27,"ID 1324915424400723969","Appalachia 🌲"," Opiate epidemic survivor, 10P4L, Autodidact, Glock Supremacist, Neo-Paisano","Sat Nov 07 03:23:58 +0000 2020",337,811,1807,2207,https://youtube.com/channel/UCDOJtbNMkXPRpYZiVXrxScQ,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616785186817015809/N7h9YoyI_normal.jpg
"Stakeholder Engager",primalmono,"ID 1596246368301027328",," I've seen it all before. I've heard it all before.","Fri Nov 25 20:56:12 +0000 2022",302,168,314,664,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596472053930000387/1Ar0ePVQ_normal.jpg
"Martin Sands",MartinSands18,"ID 1368221911700959234",," ","Sat Mar 06 15:28:27 +0000 2021",37,527,4,2461,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1368222118350123008/d5Zp6WPA_normal.jpg
Crotchnoticer,crotchnoticer,"ID 1231784779386966022",," I see things","Mon Feb 24 03:36:17 +0000 2020",9,76,394,10151,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1231785027597471747/j-PQdb4j_normal.jpg
César,CPaIIin,"ID 1611735228682309632",Castilla," ","Sat Jan 07 14:43:29 +0000 2023",2,73,0,94,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611738989236477952/Cwyc5OCm_normal.jpg
"Aryan Schizo",Schizophrenesia,"ID 743463636346122241","California, USA"," Find the truth, don’t let your ancestors down","Thu Jun 16 15:21:58 +0000 2016",3068,684,1427,8267,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603195640325939200/DCl14C7Z_normal.jpg
"Jim Thomas",OuwOuw05367373,"ID 1585818251795509248","Columbus, Ohio"," PhD student","Fri Oct 28 02:18:34 +0000 2022",0,4661,2134,1253,,,Disabled,"Not verified",,Protected,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Gunnar Grimforge",GGrimforge,"ID 1589387703816167429",," Goblins ate my cousin. Proud Mountain Manlet. Not the other Gunnar.","Sun Nov 06 22:42:25 +0000 2022",94,680,170,23575,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1589387996087951361/2mVw1V1Q_normal.jpg
bikboi,Michael08612778,"ID 1566789943359410181",," NJP Supporter.

Hail Victory for our people!","Mon Sep 05 14:07:02 +0000 2022",166,1012,42,3955,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594230938841522176/ZwG1KaTH_normal.jpg
"Professor Genius",ProfessorGeniu5,"ID 1426200875060670480",," ","Fri Aug 13 15:16:11 +0000 2021",220,450,6133,28547,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593279529186992128/62kRkZo1_normal.png
"Kynaigeiros 🇬🇷",Aghivasiin,"ID 1273604079089057792","Kara sea"," Traffic light disrespecter. I pinch gril ass on street. Possibly last straight man left on earth. Fascist bodybuilder","Thu Jun 18 13:10:59 +0000 2020",169,470,683,1846,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616857802282094599/WpvEYSlQ_normal.jpg
Jonnie,arcanejonnie,"ID 1128902150770372608","Layer 6"," ","Thu May 16 05:57:01 +0000 2019",212,159,1163,9033,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587412044562812928/x_buIsd-_normal.jpg
"Rosefinch appreciator",evo_Ia,"ID 1000873649069608962",," What a grand and intoxicating innocence","Sun May 27 22:57:28 +0000 2018",20,45,357,12444,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1504216461455278083/OIXdOTcI_normal.jpg
"𝔒𝔭𝔦𝔲𝔪 𝔄𝔫𝔤𝔢𝔩 💎",neon_azi,"ID 1594005023347904513","The Mediterranean"," ɪɴᴛᴇʀꜱᴛᴇʟʟᴀʀ ᴏᴠᴇʀᴅʀɪᴠᴇ 🐰🕳️ | ᴄʀʏᴘᴛᴏ ᴅᴇʀɪᴠᴀᴛɪᴠᴇꜱ ᴛʀᴀᴅᴇʀ | 146ɪQ 6ꜰᴛ2' | ʀɢʙᴛ+ ʀɪɢʜᴛꜱ ꜱᴜᴘᴘᴏʀᴛᴇʀ 🏳️‍🌈 | ᴋɴᴏᴡɴ ꜱᴄᴀᴍᴍᴇʀ #ᴘᴜʙʟɪᴄᴍᴀꜱᴛᴜʀʙᴀᴛɪᴏɴ | ʙʟᴏᴏᴅ ꜱᴇx ᴍᴀɢɪᴄᴋ","Sat Nov 19 16:29:56 +0000 2022",66,663,990,1973,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616569751265738757/ff1HAYr8_normal.jpg
"Mawyn 🏳️‍⚧️🇺🇦🇭🇰",EmboliaNigga,"ID 1446689914939224066",Seychelles," ","Sat Oct 09 04:12:47 +0000 2021",28,1018,776,3110,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1462773950103048205/lHuRbxWZ_normal.jpg
ᛣ,oIdheadtweets,"ID 1599804331481763841",," it's never over","Mon Dec 05 16:34:15 +0000 2022",946,325,96,4351,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611588247666429953/msZiQACk_normal.jpg
Æneas,eneasofrome,"ID 1415398197388890113",," Don't complain. 🇧🇷🇵🇹🇮🇹 Don't explain.
Like never before seen.","Wed Jul 14 20:02:28 +0000 2021",191,1077,3075,23603,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1584701091819786240/EsCQxXfq_normal.jpg
Tonius,ToniusXIII,"ID 1618633172",France," ","Wed Jul 24 21:09:09 +0000 2013",276,329,214,702,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/904757620191440896/KHRXvuO6_normal.jpg
"January 6th Manifest Destiny Groyper",Jan6Groyper,"ID 1609562911575506948","Capitol Hill, Washington DC "," ","Sun Jan 01 14:51:49 +0000 2023",0,67,0,1679,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1614195688002441216/YMHNEsPF_normal.jpg
"chungus epic",Chungus__Swag,"ID 1265135779908640770",," ","Tue May 26 04:21:00 +0000 2020",2009,507,29107,288784,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610290057859956737/YZ-2d7Qo_normal.png
Melvin,MelvinS43863150,"ID 1610269179730444288",," ","Tue Jan 03 13:37:54 +0000 2023",2,232,45,10909,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618270439444291584/z8JFxBIA_normal.jpg
hamboigah,BulbousSnares,"ID 340832031",Norway," ","Sat Jul 23 10:22:57 +0000 2011",60,818,16,1601,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/979499353596485633/qeBSpnHg_normal.jpg
"Ameer Ali",Ameerali566,"ID 826127906493591552",," ","Mon Jan 30 18:00:16 +0000 2017",82,1704,2,48,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1486210581468262413/2EX5-kqP_normal.jpg
Eleftheros,elefther0s,"ID 1572223225073119236",," ","Tue Sep 20 13:57:23 +0000 2022",13,387,0,154,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1577190200538992641/5sMFLe4P_normal.jpg
psuche,Ieatmanyhoney,"ID 1445381576439762945",," remedies for melancholy","Tue Oct 05 13:33:24 +0000 2021",128,625,151,13511,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1445384321494355992/YhBRRKgE_normal.jpg
"Ronnie (Separatisten arc)",Moewaffendiv,"ID 1518703779360780288",," Eastern Germany Animewaffendivision Chapter vicepresident","Mon Apr 25 21:29:38 +0000 2022",90,578,4444,48084,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1617575275432230952/8LfnODJW_normal.jpg
Lol123,Lol123799335311,"ID 1512693743572377600",," ","Sat Apr 09 07:27:55 +0000 2022",7,190,0,8,,,Disabled,"Not verified",,Protected,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Chiang Kai-Shekel",ChiangKaiShekel,"ID 1119445665078112256","Coeur d'Alene, ID"," biochemist, Heaven appealer. I probably muted that conversation","Sat Apr 20 03:40:19 +0000 2019",163,326,3429,89525,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1359641305337397248/tlq1aAxS_normal.jpg
OrangutanOutlook,PrimatePosition,"ID 851141511765000192",," ","Sun Apr 09 18:35:24 +0000 2017",0,668,0,6,,,Disabled,"Not verified",,Protected,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
SalubriousCandor,Kingdom_Drowned,"ID 1582457914161303567",," Energy is eternal delight 

""For all that lives is holy.  Life delights in life.""","Tue Oct 18 19:46:24 +0000 2022",146,269,301,2075,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1583538543254798357/J8dktwFI_normal.jpg
Irkutyanin,Irkutyanin1,"ID 1068683987110019072","Makeda’s Cookies"," I’m basically a history book/article account.","Sat Dec 01 01:51:32 +0000 2018",17533,206,30820,76346,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1480394215397933059/jt4n-y_L_normal.jpg
")))homosocial nudist luciferian chibi goat(((",goonaddict4000,"ID 1605134049713979392","Goon Cave, Athens"," goon addict. amateur cunny artist. #SenstiveYoungMan . send mouse girl pic plz cute. @Sargon_of_Akkad 's top soldier ""Sargon needs me?""","Tue Dec 20 09:32:41 +0000 2022",75,289,2055,7626,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1605134606939873281/gXpnEJp6_normal.jpg
"Weimar Accelerationist",WeimarPsycho,"ID 1452938660354031618",UnqualifiedReservations@Dorsia," I'm optimistic about the 30s!","Tue Oct 26 10:02:42 +0000 2021",494,332,3991,30260,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1569514555994263552/NF9jWFHm_normal.jpg
"Blanket of Marlborough",undermyblanky,"ID 1503145654566064131",," Budding Plutarch enthusiast, world's worst Latin student (still gonna make it)
大丈夫 of @prussianyamss ||

Ex quo, quantum boni sit in amicitia, iudicari potest","Sun Mar 13 23:07:15 +0000 2022",225,82,4563,26288,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621436763461029888/5ng2xjtA_normal.jpg
"Paul Maranne",paul_maranne,"ID 3922177092",," ","Sat Oct 17 06:58:48 +0000 2015",21,699,262,5213,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1544650123417792512/UQ0bVhkT_normal.jpg
(parenthetical),definitelyreal,"ID 1732809506","Bronx, NY"," retweets = theft","Thu Sep 05 18:57:54 +0000 2013",93,770,1110,6187,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1328866575823286274/l1DOrS1Q_normal.jpg
민혁,noseallah,"ID 1454055184275947536",," ","Fri Oct 29 11:59:16 +0000 2021",150,490,2048,11037,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612241793910968320/-MnYAR15_normal.jpg
"Dr. Chuck Sneed M.D.",SneedRunner2049,"ID 1480940582130307076","We Outside"," Hello Twitter World, It’s Yours Truly. If you don't see it here, I didn't say it.","Tue Jan 11 16:32:12 +0000 2022",36,348,253,1303,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603095032554299395/gLKHuzFW_normal.jpg
"oppressed lifter",bombthe_usgovt,"ID 1610492746866860034",," political moderate","Wed Jan 04 04:26:31 +0000 2023",67,415,675,766,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611990378818818048/oYFFUwl8_normal.jpg
Quarcker,Quarcker1,"ID 1134276783933669376",," ","Fri May 31 01:53:53 +0000 2019",5,303,0,1,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
nightmare_sufferer,iamablutophobic,"ID 1559493466010357761",," To be and to have and to dream and have and do is all we can hope for in this life","Tue Aug 16 10:53:44 +0000 2022",1,752,0,1724,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1563115031239221248/3BOsmgRE_normal.jpg
Hedge,hedgethomist,"ID 1193653893651161088",," Quiet minds will be content with their generations, and rather bless ages past than be ambitious of those to come.","Sun Nov 10 22:17:31 +0000 2019",1268,257,7096,41888,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610283130748903430/FkyLYZMg_normal.jpg
"BDRUM (Bored,Bored)",bdrum17,"ID 1380937421190262786","Mel's Hole"," N66001-15-c-4066","Sat Apr 10 17:36:02 +0000 2021",365,335,5197,14799,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613906999346974720/TRQdwtR1_normal.jpg
RiddervanOranje,oranjevrill,"ID 1340491772888276993",," time to pay the piper..","Sun Dec 20 02:59:22 +0000 2020",39,104,60,576,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610622513842634752/gIZjbFUj_normal.jpg
dearest,deerfold2,"ID 1598960574658146304","hanging on a wall"," *laments*
michelson & morley proved the earth was stationary.
einstein ""solved"" this problem by theorising that stationary is relative.","Sat Dec 03 08:41:31 +0000 2022",6,56,55,750,http://nyanpass.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607294904966983682/sYiR-Zfl_normal.jpg
"nick t",FigLeafWearer,"ID 2787087938","New Jersey, USA"," Zoe Porphyrogenita stan account","Wed Sep 03 01:41:58 +0000 2014",130,1309,4139,100244,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1561499009327546370/YwNtQHWg_normal.jpg
🌲,jijdestroyer33,"ID 1577797989799976960",," ","Wed Oct 05 23:09:03 +0000 2022",11,116,104,293,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602888196995653633/hVjyFLVO_normal.jpg
GoldenMole,AGoldenMole,"ID 1607528506983866368",," ","Tue Dec 27 00:08:03 +0000 2022",82,76,148,129,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607528914229895174/79BBsTkM_normal.jpg
"Dr. Lipschitz",Drlipschitz101,"ID 1408272874155122691",," Family doctor for Dee Dee and Stuart Pickles","Fri Jun 25 03:56:59 +0000 2021",161,732,5797,22914,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1523081412303220736/ogCZsRe7_normal.jpg
smörgåstårta,fjoomp,"ID 1211622388229537794",nyandesune," 🆃🅷🅴 🅶🆄🆈","Mon Dec 30 12:17:53 +0000 2019",719,766,4041,16121,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1619653456863678465/rnC3JGBN_normal.jpg
Vröh,kyleshetley,"ID 866889727210733573",," 27","Tue May 23 05:33:11 +0000 2017",43,193,1391,47913,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1340098452164804609/iLLfRRQ4_normal.jpg
"Lil Wavy 🌊",lilwavewave,"ID 1440779348","Tha trap"," Renaissance chad. Health, Wealth, and Wellbeing. 🕯⏳🏺📜🔍","Sun May 19 10:07:09 +0000 2013",337,2619,9118,43050,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1576033946013675521/orTm3W9s_normal.jpg
k,yayonebook,"ID 1178166701143330816",," May my synthesis never end","Sun Sep 29 04:37:11 +0000 2019",10,215,122,1032,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1570107468151144455/hmR_rgVF_normal.jpg
babyHitler,kittenjoyer,"ID 1601676138467950593",," self inflicted mind detonator ☼︎✌︎☜︎❄︎☠︎","Sat Dec 10 20:32:15 +0000 2022",18,90,227,624,http://www.goyworldorder.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614104960966488065/3gerLTXU_normal.jpg
"Kevin Spacey Innocence Project",kevinspaceyg,"ID 1587127662232870912",Hell," Savoy Cabbage Enjoyer. #MayordomoMindset","Mon Oct 31 17:01:46 +0000 2022",273,397,214,3873,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587483583056314369/RXxGVTr6_normal.jpg
"Uh oh",cmonlookatme,"ID 1567276367854567424",," My little white lies tell a story","Tue Sep 06 22:19:57 +0000 2022",102,970,628,18631,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1585946003001188352/h60J0Hob_normal.jpg
dungani,shutdownocc,"ID 750888589408468993",," Fury referred to a creature before it was a concept. Self-contained, not projected upon something: shining with its own Light & its own Being.","Thu Jul 07 03:06:05 +0000 2016",180,609,6472,13735,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1324872679976022019/Bkuaz_9A_normal.jpg
Alafuego,alafuego,"ID 1228902931241455617",," ","Sun Feb 16 04:44:32 +0000 2020",50,481,1334,42123,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1302210328919330816/b1lEDXJd_normal.jpg
"contrary pancake",fingerishatroc1,"ID 1405357631187787777",," 🇯🇵Globalism🇪🇺 & ☢️Progress🚀

'Mostly harmless.'","Thu Jun 17 02:52:53 +0000 2021",3362,630,5962,43392,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588649003947683840/hGsGIGdJ_normal.jpg
Hagen,wokeaidsrapist,"ID 1592027654605180933",," ","Mon Nov 14 05:33:01 +0000 2022",0,123,0,3,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1592027869345103873/8NlUeomu_normal.jpg
"blonde norwood don",BlondeNorwood,"ID 1538884765759197184",," ","Mon Jun 20 14:01:40 +0000 2022",75,250,2479,37567,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1620823278699814912/CxdBh8hW_normal.jpg
𝔩𝔞𝔱𝔯𝔬𝔱𝔬𝔵𝔦𝔫🔻,latrotoxin,"ID 1367502939548450822",," Love, Fury and Terror","Thu Mar 04 15:51:41 +0000 2021",168,390,8665,18659,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603543570069299200/9137m0g__normal.jpg
Finch,RainyTomorrow,"ID 1269955984807657475","England, United Kingdom"," 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 | a brother of the dancing leaves","Mon Jun 08 11:34:44 +0000 2020",12,236,0,453,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1269957063272271872/5QvCkI7F_normal.jpg
"Herculean Marut Schutzstaffel",BovineBeverage,"ID 1610918573798563843",," this account stands up for the lfb2q community. and for the racialized all over our globe (which is DYING by the way)","Thu Jan 05 08:38:20 +0000 2023",294,133,46,205,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611512215927939072/EjA-BPF8_normal.jpg
Διονύσιος,emjs9070,"ID 1297519057487278081",," Rejoice, heart ever-living, which for our sake was wounded by deathly sorrows, sadness, and the lance.","Sun Aug 23 13:00:48 +0000 2020",12,83,541,83672,https://www.ohrid-prolog.com/?lang=en,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1579157301709410305/LGYeWWVd_normal.jpg
"Loveridge ☕️",loveridge_sama,"ID 1139564012880969733",🌲🌲🌲," French (need caffeine a nd nic) (probably speeding)","Fri Jun 14 16:03:27 +0000 2019",127,2592,4197,27367,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1572004215626645505/OfJmDgIg_normal.jpg
"𝕍𝕒𝕝𝕖𝕟𝕥𝕚𝕟𝕖 𝔽𝕣𝕠𝕓𝕚𝕤𝕙𝕖𝕣 ⍼🐀⍼🐀⍼🐀",harrisonpartch,"ID 1022614257416978432",🐭🐭🐭🐭🐭🐭🐭🐭," CYGNUS INTER ANATES 

2023 SKIDOO ACK/ACC","Thu Jul 26 22:46:53 +0000 2018",633,496,59491,10786,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1444378933470826503/226pvSW7_normal.jpg
J,TWCoonDawg,"ID 1587951846404100099",," ","Wed Nov 02 23:37:17 +0000 2022",12,326,157,3208,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588333820473909248/sCSm9q0J_normal.jpg
Wandervogel,skull_measurer,"ID 24118518",," ","Fri Mar 13 03:27:07 +0000 2009",1678,865,4444,20346,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1553204120072425472/N-GJAzyS_normal.jpg
"Welcome To The ElbowZone",degrellecapital,"ID 1207686658587537408","Elbow, Saskatchewan"," former CEO of basedlayerDAO rebuilding in an utterly hostile environment","Thu Dec 19 15:38:52 +0000 2019",246,1837,1177,12735,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1585070323623464961/peKieS5v_normal.jpg
"christian #FAZBEARED #JWOKE",christian762x51,"ID 1469361383200468997",," KJV","Fri Dec 10 17:40:33 +0000 2021",74,642,2042,38143,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1469361618375036929/8oONU-HB_normal.jpg
"Downie Dolphin",DownieDolphin,"ID 3415728519",," Who Cares.","Tue Aug 11 17:43:21 +0000 2015",243,744,3401,75104,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1572876363068997634/amok7F_Z_normal.jpg
Shawtee,gang_shorty,"ID 1496680231297593348",Nigeria," ","Thu Feb 24 02:55:59 +0000 2022",0,270,0,876,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1503922492762738688/suXy2QYy_normal.jpg
Poopgoblin,poopgoblin_,"ID 1372498323265884160",," gang stalker","Thu Mar 18 10:41:29 +0000 2021",159,322,1088,75103,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1513540571738284033/p6i_gud2_normal.jpg
"George XI",GeorgeXI6,"ID 1347721800805965825",," ","Sat Jan 09 01:48:23 +0000 2021",34,734,9,1035,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1469037716369252355/ck17y12F_normal.jpg
7DD,kukluxclannad,"ID 1436168212329213953","Lolita, TX"," ","Fri Sep 10 03:22:47 +0000 2021",7,82,2153,9844,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1533619042677923840/a9jHCK2b_normal.jpg
Armstrong,MojaveDusty,"ID 191197943",," Sensible centrist 🇺🇲","Wed Sep 15 21:03:45 +0000 2010",1249,1723,41518,53605,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621667363643949057/i6B6KJmt_normal.jpg
"Tony 🗿",vrilmaxed,"ID 1577554927089770496",," ","Wed Oct 05 07:04:16 +0000 2022",2,44,2,71,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1613001221069221888/J4xccaFB_normal.jpg
Zel,Zel_83,"ID 1608530526515724289",," slightly goofy. very silly. illiterate.","Thu Dec 29 18:29:02 +0000 2022",175,653,90,89,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610007128785260550/Sus8dyTe_normal.jpg
"John Wick 🇦🇷",JohnWic20409272,"ID 1467630734437404690",," I play FortJuice some times","Sun Dec 05 23:05:34 +0000 2021",336,1396,1663,2011,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604587331851264007/QKMYLHHt_normal.jpg
César,sawelios,"ID 1608106690888536065",España," Cuenta dedicada el emperador Juliano.","Wed Dec 28 14:24:54 +0000 2022",722,183,392,1803,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608161690603982850/P-MmZ3sS_normal.jpg
ZΞRO,OKM_ZERO,"ID 1261235553883701248",," ","Fri May 15 10:02:47 +0000 2020",1,319,2,17295,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1476017551146586115/W5exQZDw_normal.jpg
ffsake,ffsake010,"ID 1557636706420920320",," ","Thu Aug 11 07:55:12 +0000 2022",0,488,949,50629,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1557637151155621888/HjQ7SHbC_normal.jpg
Amanda,amanda3082burns,"ID 1564700749854130177",Springfield," ","Tue Aug 30 19:45:24 +0000 2022",294,2772,0,0,http://hott-cams.xyz/free-signup/amanda3082burns,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1568919576611639296/RpvoK1mO_normal.jpg
misinformationmaxxer,misinfomaxxer,"ID 1516092637924757507",," sneed","Mon Apr 18 16:34:30 +0000 2022",25,455,941,2564,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1516093035897135107/x3jglJq__normal.jpg
"Ghee Near Me",eatmoarcarrots,"ID 1524994388367228928",," God, glycine, glutes, and 1,000 lbs of carrots. Tested by evil in a crumbling empire. Recovering lurker, befriender of stray cats.","Fri May 13 06:06:25 +0000 2022",21,114,350,1680,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1534964327995822091/g21svMl8_normal.jpg
TetraPendejo,TetraPendejo,"ID 1610894543603335168",," ","Thu Jan 05 07:03:01 +0000 2023",2,24,8,3,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610896106904330240/HZsCpmfV_normal.jpg
"Dave Jones",DaveJon37333418,"ID 1568224542488776706",," ","Fri Sep 09 13:07:36 +0000 2022",7,135,204,785,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Th@ Kid",ThKid14,"ID 1530344373338120194",," There had to be an answer at the end of the long acid rainbow in the sky, there had to be something there that would give it all meaning.","Sat May 28 00:25:18 +0000 2022",86,540,2695,8515,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1618037293037588480/xLlxz2tR_normal.jpg
"❇️ Lake 🇦🇶 光 🧊",Antarctic_Lake,"ID 821712023931260929",," Scorned and persecuted","Wed Jan 18 13:33:07 +0000 2017",266,338,5059,284470,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1542155185509769218/p1DcSa_K_normal.jpg
"Black Person Lover",BLKPersonLover,"ID 1588442536976195584",," I want to live on a farm. #BLM","Fri Nov 04 08:06:48 +0000 2022",83,504,248,3009,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588444176898789376/7mA6cspY_normal.jpg
fffffffff,gorilya45435345,"ID 2213527670",," ","Mon Nov 25 04:32:37 +0000 2013",0,315,0,144,,,Disabled,"Not verified",,Protected,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
